,matched_numbers,matched_numbers_count
20112,['42'],1
20113,[],0
20114,['19'],1
20115,[],0
20116,['11'],1
20117,"['11', '42']",2
20118,"['11', '42']",2
20119,[],0
20120,['11'],1
20121,[],0
20122,[],0
20123,[],0
20124,[],0
20125,['19'],1
20126,[],0
20127,['11'],1
20128,['11'],1
20129,[],0
20130,['11'],1
20131,[],0
20132,"['33', '42']",2
20133,[],0
20134,[],0
20135,[],0
20136,['33'],1
20137,['11'],1
20138,"['11', '42']",2
20139,[],0
20140,['21'],1
20141,['33'],1
20142,['19'],1
20143,['42'],1
20144,[],0
20145,[],0
20146,[],0
20147,[],0
20148,[],0
20149,['33'],1
20150,[],0
20151,['33'],1
20152,['42'],1
20153,['21'],1
20154,['33'],1
20155,[],0
20156,[],0
20157,['42'],1
20158,[],0
20159,['33'],1
20160,[],0
20161,['19'],1
20162,['33'],1
20163,[],0
20164,"['21', '33']",2
20165,['11'],1
20166,['11'],1
20167,['21'],1
20168,[],0
20169,['42'],1
20170,"['19', '42']",2
20171,['21'],1
20172,"['19', '42']",2
20173,['21'],1
20174,[],0
20175,"['19', '33']",2
20176,[],0
20177,['21'],1
20178,[],0
20179,"['11', '19']",2
20180,['33'],1
20181,[],0
20182,[],0
20183,['19'],1
20184,['42'],1
20185,[],0
20186,['11'],1
20187,['42'],1
20188,[],0
20189,[],0
20190,[],0
20191,[],0
20192,"['21', '42']",2
20193,['11'],1
20194,"['11', '19']",2
20195,['33'],1
20196,[],0
20197,[],0
20198,['19'],1
20199,['33'],1
20200,['42'],1
20201,[],0
20202,[],0
20203,[],0
20204,[],0
20205,['11'],1
20206,[],0
20207,['19'],1
20208,[],0
20209,"['33', '42']",2
20210,"['19', '21']",2
20211,['19'],1
20212,"['33', '42']",2
20213,[],0
20214,['42'],1
20215,['21'],1
20216,[],0
20217,"['11', '21']",2
20218,[],0
20219,[],0
20220,[],0
20221,[],0
20222,[],0
20223,[],0
20224,"['21', '42']",2
20225,"['11', '42']",2
20226,[],0
20227,[],0
20228,"['19', '21', '33']",3
20229,['11'],1
20230,[],0
20231,[],0
20232,['11'],1
20233,[],0
20234,[],0
20235,['33'],1
20236,['21'],1
20237,"['19', '42']",2
20238,[],0
20239,[],0
20240,['11'],1
20241,[],0
20242,[],0
20243,[],0
20244,[],0
20245,[],0
20246,['33'],1
20247,['33'],1
20248,['42'],1
20249,['33'],1
20250,['11'],1
20251,[],0
20252,['11'],1
20253,['42'],1
20254,"['11', '21']",2
20255,[],0
20256,['21'],1
20257,['42'],1
20258,['11'],1
20259,['42'],1
20260,"['19', '21', '33']",3
20261,[],0
20262,['42'],1
20263,"['33', '42']",2
20264,[],0
20265,[],0
20266,[],0
20267,[],0
20268,[],0
20269,['21'],1
20270,['11'],1
20271,[],0
20272,[],0
20273,['11'],1
20274,[],0
20275,[],0
20276,[],0
20277,[],0
20278,['42'],1
20279,[],0
20280,['33'],1
20281,[],0
20282,[],0
20283,[],0
20284,['19'],1
20285,"['11', '33']",2
20286,[],0
20287,"['11', '42']",2
20288,['11'],1
20289,[],0
20290,[],0
20291,[],0
20292,[],0
20293,"['19', '21']",2
20294,"['19', '42']",2
20295,[],0
20296,"['33', '42']",2
20297,['33'],1
20298,['33'],1
20299,['21'],1
20300,[],0
20301,[],0
20302,"['21', '42']",2
20303,[],0
20304,['11'],1
20305,['21'],1
20306,['42'],1
20307,['33'],1
20308,[],0
20309,"['19', '21', '33']",3
20310,[],0
20311,[],0
20312,['33'],1
20313,['33'],1
20314,"['11', '33']",2
20315,['33'],1
20316,[],0
20317,['33'],1
20318,[],0
20319,[],0
20320,['42'],1
20321,[],0
20322,[],0
20323,[],0
20324,"['19', '21', '33']",3
20325,[],0
20326,['19'],1
20327,['21'],1
20328,[],0
20329,[],0
20330,"['33', '42']",2
20331,[],0
20332,['33'],1
20333,[],0
20334,['33'],1
20335,['33'],1
20336,['33'],1
20337,['11'],1
20338,['42'],1
20339,['42'],1
20340,[],0
20341,['21'],1
20342,['11'],1
20343,"['11', '19']",2
20344,['42'],1
20345,[],0
20346,[],0
20347,"['33', '42']",2
20348,[],0
20349,"['11', '42']",2
20350,['42'],1
20351,[],0
20352,[],0
20353,[],0
20354,['42'],1
20355,['19'],1
20356,['42'],1
20357,[],0
20358,['19'],1
20359,['21'],1
20360,['11'],1
20361,"['11', '42']",2
20362,['21'],1
20363,[],0
20364,[],0
20365,['11'],1
20366,['21'],1
20367,[],0
20368,"['19', '21', '33']",3
20369,[],0
20370,['21'],1
20371,['21'],1
20372,[],0
20373,[],0
20374,[],0
20375,[],0
20376,"['33', '42']",2
20377,[],0
20378,['11'],1
20379,['19'],1
20380,['42'],1
20381,[],0
20382,"['11', '42']",2
20383,[],0
20384,[],0
20385,[],0
20386,['19'],1
20387,[],0
20388,[],0
20389,[],0
20390,"['11', '33']",2
20391,[],0
20392,"['33', '42']",2
20393,[],0
20394,['11'],1
20395,[],0
20396,[],0
20397,[],0
20398,['19'],1
20399,[],0
20400,[],0
20401,"['33', '42']",2
20402,['42'],1
20403,[],0
20404,['42'],1
20405,[],0
20406,['11'],1
20407,"['33', '42']",2
20408,[],0
20409,['11'],1
20410,['21'],1
20411,[],0
20412,['33'],1
20413,[],0
20414,[],0
20415,['19'],1
20416,['42'],1
20417,[],0
20418,[],0
20419,[],0
20420,[],0
20421,['19'],1
20422,[],0
20423,['33'],1
20424,['19'],1
20425,['19'],1
20426,['11'],1
20427,"['19', '33']",2
20428,['33'],1
20429,"['19', '33']",2
20430,[],0
20431,['42'],1
20432,['11'],1
20433,['42'],1
20434,['11'],1
20435,[],0
20436,['11'],1
20437,['19'],1
20438,[],0
20439,[],0
20440,"['11', '21', '33']",3
20441,"['11', '19', '33']",3
20442,"['11', '19', '21', '33']",4
20443,"['21', '33']",2
20444,"['19', '21']",2
20445,"['11', '19', '33']",3
20446,['21'],1
20447,['33'],1
20448,['33'],1
20449,[],0
20450,[],0
20451,[],0
20452,['19'],1
20453,[],0
20454,[],0
20455,[],0
20456,[],0
20457,"['19', '21']",2
20458,[],0
20459,['21'],1
20460,[],0
20461,['42'],1
20462,[],0
20463,[],0
20464,['19'],1
20465,[],0
20466,[],0
20467,['21'],1
20468,['21'],1
20469,['33'],1
20470,['19'],1
20471,[],0
20472,['21'],1
20473,['33'],1
20474,[],0
20475,[],0
20476,[],0
20477,"['21', '42']",2
20478,[],0
20479,"['19', '21']",2
20480,['33'],1
20481,[],0
20482,[],0
20483,"['21', '42']",2
20484,['19'],1
20485,['42'],1
20486,[],0
20487,"['11', '33']",2
20488,['42'],1
20489,['42'],1
20490,['42'],1
20491,['19'],1
20492,"['11', '19']",2
20493,[],0
20494,"['21', '42']",2
20495,['33'],1
20496,['19'],1
20497,['21'],1
20498,[],0
20499,[],0
20500,['19'],1
20501,['11'],1
20502,['21'],1
20503,['33'],1
20504,['33'],1
20505,[],0
20506,"['19', '21', '33']",3
20507,[],0
20508,[],0
20509,[],0
20510,[],0
20511,['33'],1
20512,['19'],1
20513,['33'],1
20514,['33'],1
20515,[],0
20516,[],0
20517,['33'],1
20518,[],0
20519,['21'],1
20520,['33'],1
20521,[],0
20522,['11'],1
20523,['42'],1
20524,[],0
20525,['11'],1
20526,"['11', '33']",2
20527,['11'],1
20528,[],0
20529,[],0
20530,['33'],1
20531,['42'],1
20532,['21'],1
20533,['33'],1
20534,[],0
20535,['33'],1
20536,['21'],1
20537,['11'],1
20538,[],0
20539,[],0
20540,[],0
20541,[],0
20542,['33'],1
20543,[],0
20544,['19'],1
20545,[],0
20546,"['33', '42']",2
20547,[],0
20548,[],0
20549,['19'],1
20550,[],0
20551,[],0
20552,[],0
20553,[],0
20554,"['11', '33', '42']",3
20555,[],0
20556,['19'],1
20557,[],0
20558,[],0
20559,[],0
20560,[],0
20561,['19'],1
20562,['11'],1
20563,[],0
20564,[],0
20565,[],0
20566,[],0
20567,['21'],1
20568,"['11', '33']",2
20569,['11'],1
20570,[],0
20571,[],0
20572,['11'],1
20573,"['11', '21']",2
20574,['19'],1
20575,[],0
20576,"['21', '33']",2
20577,[],0
20578,['21'],1
20579,[],0
20580,[],0
20581,['21'],1
20582,"['11', '33']",2
20583,['21'],1
20584,[],0
20585,[],0
20586,[],0
20587,"['21', '33']",2
20588,['21'],1
20589,['42'],1
20590,[],0
20591,['19'],1
20592,[],0
20593,"['11', '19']",2
20594,['11'],1
20595,['19'],1
20596,[],0
20597,"['19', '42']",2
20598,['19'],1
20599,"['11', '21']",2
20600,['42'],1
20601,[],0
20602,"['11', '21']",2
20603,[],0
20604,[],0
20605,[],0
20606,['42'],1
20607,[],0
20608,['33'],1
20609,['11'],1
20610,['21'],1
20611,['42'],1
20612,[],0
20613,['19'],1
20614,['11'],1
20615,[],0
20616,[],0
20617,[],0
20618,['19'],1
20619,[],0
20620,"['19', '21']",2
20621,"['11', '33']",2
20622,['19'],1
20623,['11'],1
20624,['21'],1
20625,[],0
20626,['42'],1
20627,['21'],1
20628,"['19', '21']",2
20629,[],0
20630,[],0
20631,[],0
20632,[],0
20633,['42'],1
20634,[],0
20635,['33'],1
20636,[],0
20637,['33'],1
20638,[],0
20639,['21'],1
20640,['21'],1
20641,[],0
20642,[],0
20643,"['11', '21']",2
20644,['33'],1
20645,['21'],1
20646,[],0
20647,[],0
20648,[],0
20649,[],0
20650,[],0
20651,['42'],1
20652,['33'],1
20653,['21'],1
20654,[],0
20655,['42'],1
20656,['42'],1
20657,[],0
20658,[],0
20659,['33'],1
20660,[],0
20661,[],0
20662,[],0
20663,"['19', '33']",2
20664,['33'],1
20665,[],0
20666,[],0
20667,"['21', '33']",2
20668,"['11', '33']",2
20669,[],0
20670,['19'],1
20671,['11'],1
20672,['21'],1
20673,['19'],1
20674,['21'],1
20675,['33'],1
20676,"['21', '33', '42']",3
20677,[],0
20678,"['19', '21']",2
20679,[],0
20680,[],0
20681,[],0
20682,['42'],1
20683,['21'],1
20684,[],0
20685,[],0
20686,"['21', '42']",2
20687,['19'],1
20688,[],0
20689,['11'],1
20690,[],0
20691,['21'],1
20692,[],0
20693,['11'],1
20694,[],0
20695,[],0
20696,[],0
20697,"['11', '19', '21']",3
20698,['42'],1
20699,['11'],1
20700,[],0
20701,[],0
20702,['21'],1
20703,['42'],1
20704,['11'],1
20705,['19'],1
20706,['33'],1
20707,['19'],1
20708,['11'],1
20709,['21'],1
20710,[],0
20711,[],0
20712,[],0
20713,"['11', '42']",2
20714,['19'],1
20715,['42'],1
20716,['21'],1
20717,['11'],1
20718,[],0
20719,['42'],1
20720,['21'],1
20721,[],0
20722,"['19', '21']",2
20723,['19'],1
20724,['19'],1
20725,['19'],1
20726,"['11', '19']",2
20727,['19'],1
20728,['33'],1
20729,[],0
20730,['33'],1
20731,[],0
20732,['33'],1
20733,[],0
20734,['11'],1
20735,[],0
20736,"['11', '42']",2
20737,['11'],1
20738,[],0
20739,[],0
20740,[],0
20741,[],0
20742,[],0
20743,['19'],1
20744,[],0
20745,['21'],1
20746,"['11', '21']",2
20747,['11'],1
20748,[],0
20749,[],0
20750,['11'],1
20751,[],0
20752,['33'],1
20753,[],0
20754,[],0
20755,"['21', '33']",2
20756,[],0
20757,[],0
20758,[],0
20759,['33'],1
20760,[],0
20761,['21'],1
20762,[],0
20763,['11'],1
20764,['21'],1
20765,['33'],1
20766,['21'],1
20767,[],0
20768,[],0
20769,['21'],1
20770,"['11', '33']",2
20771,"['21', '33']",2
20772,[],0
20773,[],0
20774,"['19', '33']",2
20775,[],0
20776,['21'],1
20777,[],0
20778,['42'],1
20779,"['21', '33']",2
20780,['21'],1
20781,[],0
20782,[],0
20783,"['19', '33']",2
20784,['11'],1
20785,[],0
20786,[],0
20787,[],0
20788,['11'],1
20789,[],0
20790,[],0
20791,[],0
20792,['33'],1
20793,['11'],1
20794,[],0
20795,['42'],1
20796,['11'],1
20797,[],0
20798,[],0
20799,[],0
20800,[],0
20801,[],0
20802,[],0
20803,[],0
20804,[],0
20805,[],0
20806,"['19', '21']",2
20807,['33'],1
20808,[],0
20809,['19'],1
20810,[],0
20811,[],0
20812,['21'],1
20813,"['19', '33']",2
20814,[],0
20815,[],0
20816,[],0
20817,[],0
20818,['19'],1
20819,['21'],1
20820,[],0
20821,[],0
20822,['21'],1
20823,['33'],1
20824,[],0
20825,[],0
20826,[],0
20827,[],0
20828,[],0
20829,[],0
20830,['11'],1
20831,[],0
20832,[],0
20833,['33'],1
20834,['42'],1
20835,[],0
20836,[],0
20837,[],0
20838,[],0
20839,"['19', '21']",2
20840,['33'],1
20841,"['11', '33']",2
20842,[],0
20843,['42'],1
20844,['21'],1
20845,['21'],1
20846,['19'],1
20847,"['11', '21', '42']",3
20848,[],0
20849,['19'],1
20850,[],0
20851,[],0
20852,[],0
20853,[],0
20854,['21'],1
20855,[],0
20856,['21'],1
20857,[],0
20858,"['19', '21']",2
20859,[],0
20860,"['11', '19']",2
20861,"['19', '33']",2
20862,['42'],1
20863,[],0
20864,[],0
20865,['33'],1
20866,['21'],1
20867,['19'],1
20868,[],0
20869,[],0
20870,['21'],1
20871,['11'],1
20872,[],0
20873,[],0
20874,[],0
20875,['19'],1
20876,['33'],1
20877,[],0
20878,"['21', '33']",2
20879,[],0
20880,['42'],1
20881,['19'],1
20882,"['21', '33']",2
20883,[],0
20884,[],0
20885,[],0
20886,[],0
20887,['19'],1
20888,[],0
20889,[],0
20890,['19'],1
20891,['33'],1
20892,['33'],1
20893,"['11', '21']",2
20894,['42'],1
20895,[],0
20896,"['21', '33']",2
20897,[],0
20898,[],0
20899,[],0
20900,['21'],1
20901,[],0
20902,"['19', '33']",2
20903,['11'],1
20904,[],0
20905,[],0
20906,"['19', '21']",2
20907,"['33', '42']",2
20908,['33'],1
20909,[],0
20910,[],0
20911,[],0
20912,[],0
20913,[],0
20914,[],0
20915,[],0
20916,['42'],1
20917,['21'],1
20918,['21'],1
20919,[],0
20920,['33'],1
20921,"['21', '33']",2
20922,['42'],1
20923,['33'],1
20924,[],0
20925,[],0
20926,[],0
20927,[],0
20928,[],0
20929,[],0
20930,['21'],1
20931,[],0
20932,['11'],1
20933,[],0
20934,['42'],1
20935,[],0
20936,[],0
20937,[],0
20938,[],0
20939,['42'],1
20940,[],0
20941,[],0
20942,[],0
20943,[],0
20944,[],0
20945,[],0
20946,['19'],1
20947,[],0
20948,['33'],1
20949,[],0
20950,[],0
20951,[],0
20952,"['21', '42']",2
20953,[],0
20954,[],0
20955,"['33', '42']",2
20956,[],0
20957,[],0
20958,[],0
20959,['42'],1
20960,"['11', '42']",2
20961,[],0
20962,[],0
20963,['42'],1
20964,[],0
20965,['42'],1
20966,"['19', '33', '42']",3
20967,[],0
20968,['21'],1
20969,['33'],1
20970,[],0
20971,[],0
20972,['42'],1
20973,[],0
20974,[],0
20975,[],0
20976,"['19', '21']",2
20977,['21'],1
20978,[],0
20979,[],0
20980,['11'],1
20981,['33'],1
20982,['21'],1
20983,['42'],1
20984,[],0
20985,[],0
20986,[],0
20987,[],0
20988,['42'],1
20989,[],0
20990,['21'],1
20991,['19'],1
20992,[],0
20993,[],0
20994,[],0
20995,[],0
20996,[],0
20997,[],0
20998,[],0
20999,[],0
21000,['19'],1
21001,[],0
21002,"['11', '33']",2
21003,[],0
21004,[],0
21005,"['11', '19', '21']",3
21006,[],0
21007,['21'],1
21008,"['11', '19', '21']",3
21009,['19'],1
21010,['21'],1
21011,"['11', '19', '21']",3
21012,"['11', '19', '21']",3
21013,['21'],1
21014,"['11', '21']",2
21015,"['19', '21']",2
21016,['11'],1
21017,[],0
21018,['21'],1
21019,['19'],1
21020,[],0
21021,"['19', '21']",2
21022,"['19', '21']",2
21023,"['19', '21']",2
21024,['42'],1
21025,[],0
21026,[],0
21027,"['11', '19']",2
21028,[],0
21029,['19'],1
21030,['11'],1
21031,"['33', '42']",2
21032,['19'],1
21033,[],0
21034,['21'],1
21035,['42'],1
21036,['33'],1
21037,['19'],1
21038,['42'],1
21039,['42'],1
21040,[],0
21041,['33'],1
21042,['33'],1
21043,['11'],1
21044,[],0
21045,"['11', '19']",2
21046,"['11', '19']",2
21047,['19'],1
21048,[],0
21049,['19'],1
21050,"['11', '33']",2
21051,[],0
21052,['11'],1
21053,[],0
21054,[],0
21055,['11'],1
21056,[],0
21057,"['21', '42']",2
21058,['42'],1
21059,[],0
21060,['19'],1
21061,"['19', '33']",2
21062,[],0
21063,[],0
21064,[],0
21065,['11'],1
21066,[],0
21067,[],0
21068,[],0
21069,[],0
21070,"['21', '33']",2
21071,['11'],1
21072,"['21', '42']",2
21073,"['21', '42']",2
21074,['11'],1
21075,[],0
21076,"['21', '33']",2
21077,[],0
21078,['11'],1
21079,['21'],1
21080,[],0
21081,"['11', '42']",2
21082,[],0
21083,['19'],1
21084,[],0
21085,[],0
21086,['21'],1
21087,['19'],1
21088,['42'],1
21089,[],0
21090,[],0
21091,[],0
21092,[],0
21093,[],0
21094,[],0
21095,"['21', '33']",2
21096,"['11', '42']",2
21097,[],0
21098,[],0
21099,[],0
21100,[],0
21101,[],0
21102,['21'],1
21103,[],0
21104,['11'],1
21105,"['21', '33']",2
21106,[],0
21107,[],0
21108,[],0
21109,"['19', '21']",2
21110,['33'],1
21111,[],0
21112,['11'],1
21113,['21'],1
21114,['11'],1
21115,['11'],1
21116,['19'],1
21117,['21'],1
21118,['11'],1
21119,[],0
21120,['42'],1
21121,"['19', '21']",2
21122,[],0
21123,['19'],1
21124,['11'],1
21125,['11'],1
21126,"['11', '19']",2
21127,"['19', '42']",2
21128,[],0
21129,[],0
21130,['42'],1
21131,[],0
21132,"['11', '33']",2
21133,['11'],1
21134,['11'],1
21135,[],0
21136,[],0
21137,[],0
21138,[],0
21139,[],0
21140,[],0
21141,[],0
21142,[],0
21143,[],0
21144,[],0
21145,[],0
21146,"['11', '33', '42']",3
21147,[],0
21148,[],0
21149,[],0
21150,[],0
21151,[],0
21152,[],0
21153,[],0
21154,['19'],1
21155,['33'],1
21156,[],0
21157,['42'],1
21158,['21'],1
21159,[],0
21160,[],0
21161,['11'],1
21162,['33'],1
21163,[],0
21164,[],0
21165,[],0
21166,['42'],1
21167,[],0
21168,"['11', '21']",2
21169,[],0
21170,[],0
21171,[],0
21172,[],0
21173,"['19', '21', '42']",3
21174,[],0
21175,['42'],1
21176,"['19', '33']",2
21177,['11'],1
21178,[],0
21179,['42'],1
21180,[],0
21181,['21'],1
21182,[],0
21183,[],0
21184,[],0
21185,[],0
21186,['21'],1
21187,[],0
21188,['19'],1
21189,[],0
21190,"['21', '33']",2
21191,"['11', '33']",2
21192,[],0
21193,['21'],1
21194,[],0
21195,['21'],1
21196,['11'],1
21197,['11'],1
21198,['42'],1
21199,[],0
21200,['11'],1
21201,['33'],1
21202,[],0
21203,"['19', '33']",2
21204,['19'],1
21205,[],0
21206,[],0
21207,['19'],1
21208,[],0
21209,['21'],1
21210,[],0
21211,[],0
21212,[],0
21213,[],0
21214,['33'],1
21215,['42'],1
21216,[],0
21217,['11'],1
21218,['19'],1
21219,[],0
21220,['42'],1
21221,['42'],1
21222,"['11', '19', '21']",3
21223,"['19', '33']",2
21224,['19'],1
21225,[],0
21226,[],0
21227,[],0
21228,['11'],1
21229,['19'],1
21230,[],0
21231,['11'],1
21232,"['19', '42']",2
21233,"['11', '19']",2
21234,['11'],1
21235,['11'],1
21236,[],0
21237,['11'],1
21238,['19'],1
21239,[],0
21240,['19'],1
21241,"['11', '21']",2
21242,['42'],1
21243,[],0
21244,['11'],1
21245,[],0
21246,['11'],1
21247,[],0
21248,['21'],1
21249,[],0
21250,[],0
21251,"['19', '33']",2
21252,['19'],1
21253,['21'],1
21254,[],0
21255,[],0
21256,[],0
21257,['11'],1
21258,[],0
21259,[],0
21260,[],0
21261,[],0
21262,['19'],1
21263,"['19', '21']",2
21264,[],0
21265,['33'],1
21266,['21'],1
21267,[],0
21268,[],0
21269,[],0
21270,['21'],1
21271,[],0
21272,[],0
21273,['33'],1
21274,['21'],1
21275,"['33', '42']",2
21276,[],0
21277,['19'],1
21278,[],0
21279,['33'],1
21280,[],0
21281,[],0
21282,[],0
21283,[],0
21284,[],0
21285,[],0
21286,['11'],1
21287,['33'],1
21288,[],0
21289,[],0
21290,[],0
21291,[],0
21292,['19'],1
21293,['33'],1
21294,[],0
21295,[],0
21296,['19'],1
21297,['11'],1
21298,[],0
21299,[],0
21300,[],0
21301,[],0
21302,[],0
21303,['19'],1
21304,[],0
21305,['11'],1
21306,['33'],1
21307,"['19', '21']",2
21308,['21'],1
21309,[],0
21310,['11'],1
21311,[],0
21312,['11'],1
21313,"['19', '33']",2
21314,[],0
21315,['42'],1
21316,['11'],1
21317,['42'],1
21318,[],0
21319,['11'],1
21320,['42'],1
21321,[],0
21322,[],0
21323,[],0
21324,[],0
21325,['19'],1
21326,[],0
21327,['19'],1
21328,[],0
21329,"['11', '21']",2
21330,['21'],1
21331,[],0
21332,['33'],1
21333,['33'],1
21334,"['11', '21']",2
21335,[],0
21336,['42'],1
21337,[],0
21338,['11'],1
21339,['11'],1
21340,[],0
21341,[],0
21342,[],0
21343,[],0
21344,[],0
21345,[],0
21346,"['11', '42']",2
21347,['19'],1
21348,['19'],1
21349,[],0
21350,"['11', '19']",2
21351,[],0
21352,['19'],1
21353,['33'],1
21354,[],0
21355,[],0
21356,['19'],1
21357,['11'],1
21358,['19'],1
21359,[],0
21360,[],0
21361,[],0
21362,['21'],1
21363,['11'],1
21364,['42'],1
21365,[],0
21366,['21'],1
21367,[],0
21368,['11'],1
21369,[],0
21370,[],0
21371,"['11', '21']",2
21372,[],0
21373,[],0
21374,[],0
21375,"['19', '33']",2
21376,['11'],1
21377,[],0
21378,[],0
21379,['19'],1
21380,[],0
21381,[],0
21382,[],0
21383,"['11', '21']",2
21384,['11'],1
21385,"['33', '42']",2
21386,[],0
21387,['42'],1
21388,[],0
21389,"['11', '21']",2
21390,['21'],1
21391,[],0
21392,[],0
21393,[],0
21394,[],0
21395,[],0
21396,['19'],1
21397,"['19', '42']",2
21398,['33'],1
21399,[],0
21400,[],0
21401,[],0
21402,['19'],1
21403,"['33', '42']",2
21404,[],0
21405,['19'],1
21406,['21'],1
21407,[],0
21408,['33'],1
21409,"['11', '21']",2
21410,[],0
21411,['21'],1
21412,[],0
21413,"['21', '42']",2
21414,['42'],1
21415,[],0
21416,[],0
21417,[],0
21418,['33'],1
21419,[],0
21420,"['19', '33']",2
21421,[],0
21422,[],0
21423,[],0
21424,"['19', '33']",2
21425,[],0
21426,[],0
21427,['19'],1
21428,[],0
21429,[],0
21430,['21'],1
21431,['42'],1
21432,['11'],1
21433,['33'],1
21434,['11'],1
21435,[],0
21436,['19'],1
21437,['42'],1
21438,[],0
21439,['42'],1
21440,"['11', '19']",2
21441,[],0
21442,[],0
21443,[],0
21444,[],0
21445,['42'],1
21446,['42'],1
21447,[],0
21448,['19'],1
21449,['21'],1
21450,[],0
21451,[],0
21452,[],0
21453,[],0
21454,['11'],1
21455,['11'],1
21456,"['21', '42']",2
21457,[],0
21458,['19'],1
21459,['21'],1
21460,"['11', '42']",2
21461,['21'],1
21462,[],0
21463,[],0
21464,[],0
21465,"['11', '19']",2
21466,['19'],1
21467,['11'],1
21468,['21'],1
21469,[],0
21470,['11'],1
21471,[],0
21472,[],0
21473,['42'],1
21474,"['11', '19']",2
21475,[],0
21476,[],0
21477,"['19', '33', '42']",3
21478,['11'],1
21479,['21'],1
21480,"['21', '42']",2
21481,['19'],1
21482,['19'],1
21483,[],0
21484,[],0
21485,"['19', '33']",2
21486,['21'],1
21487,[],0
21488,['11'],1
21489,['21'],1
21490,['11'],1
21491,[],0
21492,['33'],1
21493,[],0
21494,[],0
21495,[],0
21496,"['11', '19']",2
21497,"['11', '19']",2
21498,[],0
21499,[],0
21500,['11'],1
21501,['19'],1
21502,['19'],1
21503,['11'],1
21504,['21'],1
21505,"['11', '21']",2
21506,"['21', '42']",2
21507,"['11', '21']",2
21508,['19'],1
21509,['11'],1
21510,[],0
21511,[],0
21512,[],0
21513,[],0
21514,[],0
21515,[],0
21516,['11'],1
21517,[],0
21518,[],0
21519,['21'],1
21520,[],0
21521,['19'],1
21522,['11'],1
21523,[],0
21524,"['19', '21']",2
21525,[],0
21526,[],0
21527,[],0
21528,[],0
21529,[],0
21530,[],0
21531,[],0
21532,"['21', '42']",2
21533,"['19', '33']",2
21534,['21'],1
21535,[],0
21536,[],0
21537,['11'],1
21538,[],0
21539,[],0
21540,"['19', '33']",2
21541,['21'],1
21542,[],0
21543,['42'],1
21544,['33'],1
21545,[],0
21546,[],0
21547,"['11', '42']",2
21548,"['21', '33']",2
21549,"['11', '21']",2
21550,['33'],1
21551,[],0
21552,"['11', '42']",2
21553,"['11', '19']",2
21554,"['11', '42']",2
21555,[],0
21556,['21'],1
21557,['21'],1
21558,['33'],1
21559,['11'],1
21560,"['19', '33']",2
21561,[],0
21562,[],0
21563,"['21', '42']",2
21564,['33'],1
21565,[],0
21566,[],0
21567,['11'],1
21568,"['21', '33']",2
21569,[],0
21570,[],0
21571,"['21', '42']",2
21572,['33'],1
21573,[],0
21574,['21'],1
21575,['42'],1
21576,[],0
21577,[],0
21578,[],0
21579,[],0
21580,[],0
21581,[],0
21582,[],0
21583,['33'],1
21584,[],0
21585,['21'],1
21586,['42'],1
21587,[],0
21588,['19'],1
21589,[],0
21590,"['19', '33']",2
21591,['42'],1
21592,[],0
21593,['21'],1
21594,['42'],1
21595,"['11', '42']",2
21596,"['11', '19']",2
21597,"['11', '42']",2
21598,['11'],1
21599,[],0
21600,['11'],1
21601,"['11', '21']",2
21602,[],0
21603,['21'],1
21604,['21'],1
21605,[],0
21606,[],0
21607,['42'],1
21608,['21'],1
21609,[],0
21610,[],0
21611,[],0
21612,[],0
21613,[],0
21614,[],0
21615,['42'],1
21616,"['11', '33']",2
21617,['33'],1
21618,[],0
21619,[],0
21620,['21'],1
21621,['42'],1
21622,['19'],1
21623,['11'],1
21624,[],0
21625,[],0
21626,[],0
21627,['11'],1
21628,['11'],1
21629,[],0
21630,"['33', '42']",2
21631,[],0
21632,['11'],1
21633,[],0
21634,['19'],1
21635,[],0
21636,['21'],1
21637,['11'],1
21638,[],0
21639,['19'],1
21640,['42'],1
21641,[],0
21642,"['19', '21']",2
21643,[],0
21644,['19'],1
21645,[],0
21646,[],0
21647,[],0
21648,[],0
21649,[],0
21650,['42'],1
